,,4-2021 Product Mix Report
Poscode,Product Name,Category,Quantity,UPT,Net Sales,
1255,**REG SPRITE (12oz),BEVERAGES,167,0.3,4825.89,
1256,**MED SPRITE (16oz),BEVERAGES,199,0.36,8751.78,
1257,**LRG SPRITE (22oz),BEVERAGES,316,0.57,14800.01,
1258,**MED ITEA (16oz),BEVERAGES,282,0.51,12254.47,
1261,**CHBRGR EVM,BURGER EVM,6363,11.55,327480.00,
1265,**BIGMAC EVM,BURGER EVM,1125,2.04,139912.50,
1269,**2PC HCAKE EVM,BREAKFAST EVM,10315,18.73,483633.03,
1270,**2PC HCAKE+SSG EVM,BREAKFAST EVM,437,0.79,28309.29,
1277,**MCCHIX EVM,BURGER EVM,1192,2.16,118574.96,
1278,**DBL CHBRGR EVM,BURGER EVM,1099,2,108543.75,
1279,**QTR PNDR EVM,BURGER EVM,1024,1.86,128700.00,
1282,**2PC HCAKE ALC,BREAKFAST ALC,21470,38.98,586555.92,
1283,**MED OJ (16oz),BEVERAGES,549,1,23474.11,
1285,**HOT CHOCO,BEVERAGES,216,0.39,4591.96,
1314,**PJ UP 12oz (HM),REGULARS,2379,4.32,0.00,
1315,PJ UP 16oz (HM),UPSIZE,74,0.13,1250.00,
1316,PJ UP 12oz B-EVM,UPSIZE,21,0.04,116.07,
1317,PJ UP 16oz B-EVM,UPSIZE,263,0.48,4160.70,
1318,**MED PJ (16oz),BEVERAGES,369,0.67,15685.72,
1323,REG COKE EVM,,2,0,0.00,
1324,REG FRY,,19079,34.64,0.00,
1325,MED FRY,,107036,194.31,0.00,
1327,**OJ 12oz (HM),REGULARS,22995,41.74,0.00,
1431,REG SPRITE (HM),,1844,3.35,0.00,
1434,UP LRG SPRITE (HM),UPSIZE,48,0.09,713.39,
1440,REG SPRITE B-EVM,,608,1.1,0.00,
1443,UP LRG SPRITE B-EVM,UPSIZE,109,0.2,1533.04,
1462,REG COKE (HM),,7986,14.5,0.00,
1463,UP LRG COKE (HM),UPSIZE,179,0.32,2519.65,
1465,**UP LRG COKE EVM,UPSIZE,719,1.31,8773.23,
1488,**CHBRGR DLUXE EVM,BURGER EVM,1207,2.19,86589.26,
1492,REG ZERO B-EVM,,723,1.31,0.00,
1493,UP LRG ZERO B-EVM,UPSIZE,324,0.59,4356.26,
1498,REG ZERO (HM),,1743,3.16,0.00,
1499,UP LRG ZERO (HM),UPSIZE,90,0.16,1259.82,
1507,**REG ZERO (12oz),BEVERAGES,125,0.23,3860.72,
1508,**MED ZERO (16oz),BEVERAGES,266,0.48,10771.43,
1509,**LRG ZERO (22oz),BEVERAGES,527,0.96,23092.59,
1520,**APPLE PIE,EVRDY MCSAVERS,43655,79.25,817120.86,
1538,**1PC CHIX MCDO EVM,CHICKEN EVM,2623,4.76,108062.50,
1539,**1PC CHIX+SPAG EVM,CHICKEN EVM,2093,3.8,141574.66,
1540,**2PC CHIX MCDO EVM,CHICKEN EVM,1854,3.37,170468.75,
1545,**6PC MCNUG ALC,CHICKEN ALC,17412,31.61,1740036.62,
1546,**10PC MCNUG W/ 2SAUC ALC,CHICKEN ALC,14864,26.98,2439227.40,
1547,**1PC CHIX MCDO W/ RICE ALC,CHICKEN ALC,35212,63.92,1496617.28,
1548,**2PC CHIX MCDO W/ RICE ALC,CHICKEN ALC,15057,27.33,1707605.72,
1553,**1PC CHIX MCDO (H-M),HAPPY MEAL,9189,16.68,768690.47,
1555,**BOTTLED WATER 330ml,BEVERAGES,104,0.19,1305.36,
1556,**CHBRGR DLUXE ALC,BURGER ALC,10981,19.93,661462.39,
1558,**MCSPAG ALC,CHICKEN ALC,41913,76.09,1551174.06,
1560,**McCRISPY CHIX FILLET W/RICE ALC,EVRDY MCSAVERS,44795,81.32,1370024.99,
1567,**2PC HCAKE+SSG & HASH VM,BREAKFAST EVM,4466,8.11,452906.64,
1569,**4PC MCNUG (H-M),HAPPY MEAL,3735,6.78,333397.41,
1570,**6PC MCNUG W/FRIES EVM,CHICKEN EVM,1746,3.17,205446.41,
1571,**6PC MCNUG W/RICE EVM,CHICKEN EVM,499,0.91,57950.01,
1572,**BIGMAC MVM,BURGER MVM,4882,8.86,738742.68,
1573,**QTR PNDR MVM,BURGER EVM,3929,7.13,608748.50,
1574,**DBL CHBRGR MVM,BURGER EVM,6460,11.73,779865.92,
1575,**CHBRGR MVM,BURGER EVM,23332,42.36,1757727.00,
1577,**MCCHIX MVM,BURGER EVM,4574,8.3,594069.70,
1579,**CHBRGR DLUXE MVM,BURGER EVM,6571,11.93,673393.00,
1581,**6PC MCNUG W/FRIES MVM,CHICKEN EVM,5502,9.99,771571.64,
1582,**6PC MCNUG W/RICE MVM,CHICKEN EVM,1409,2.56,185085.75,
1583,**2PC CHIX MCDO MVM,CHICKEN EVM,3932,7.14,545138.44,
1584,**1PC CHIX MCDO MVM,CHICKEN EVM,8785,15.95,574306.15,
1585,**1PC CHIX+SPAG MVM,CHICKEN EVM,5400,9.8,506314.17,
1591,**BRGR MCDO W/REG FRY (H-M),HAPPY MEAL,4650,8.44,356757.29,
1592,**MCSPAG W/REG FRY (H-M),HAPPY MEAL,3033,5.51,288189.32,
1593,**4PC MCNUG W/REG FRY (H-M),HAPPY MEAL,4779,8.68,493850.12,
1594,**1PC CHIX MCDO W/REG FRY (H-M),HAPPY MEAL,6969,12.65,724835.52,
1597,**XTRA CHEESE,EXTRA,106,0.19,977.68,
1603,**UP ITEA 16oz MVM,UPSIZE,6158,11.18,47063.72,
1604,**UP PJ 16oz MVM,UPSIZE,5836,10.59,45135.14,
1605,**UP OJ 16oz MVM,UPSIZE,9945,18.05,76850.60,
1606,**UP MED COKE EVM,UPSIZE,465,0.84,3428.58,
1607,**UP MED SPRITE EVM,UPSIZE,117,0.21,1028.57,
1609,**UP MED ZERO EVM,UPSIZE,129,0.23,1050.00,
1610,**UP LRG SPRITE EVM,UPSIZE,131,0.24,1608.93,
1612,**UP LRG ZERO EVM,UPSIZE,240,0.44,3035.72,
1625,BOTTLED WATER 350ML,BEVERAGES,3,0.01,23.21,
1628,**SSG MCMUFF ALC,BREAKFAST ALC,4806,8.72,178791.20,
1629,**EGG MCMUFF ALC,BREAKFAST ALC,1440,2.61,72302.89,
1630,**SSG MCMUFF W/ EGG ALC,BREAKFAST ALC,5774,10.48,296856.37,
1636,**SSG MCMUFF W/ EGG EVM,BREAKFAST EVM,533,0.97,30128.56,
1637,**EGG MCMUFF EVM,BREAKFAST EVM,173,0.31,12231.25,
1638,**SSG MCMUFF EVM,BREAKFAST EVM,312,0.57,13406.25,
1641,**BIG BREAKFAST ALC,BREAKFAST ALC,2258,4.1,180363.79,
1643,**SSG MCMUFF W/ HASH VM,BREAKFAST EVM,3510,6.37,294181.18,
1644,**SSG MCMUFF W/ EGG & HASH VM,BREAKFAST EVM,6613,12.01,628374.72,
1645,**EGG MCMUFF W/ HASH VM,BREAKFAST EVM,1330,2.41,129575.88,
1649,**CHZY EGGDESAL ALC,BREAKFAST ALC,16572,30.08,278848.38,
1650,**CHZY EGGDESAL EVM,BREAKFAST EVM,904,1.64,27802.55,
1654,**3PC HCAKE+SSG EVM,BREAKFAST EVM,4,0.01,324.11,
1656,**BIG BREAKFAST EVM,BREAKFAST EVM,3804,6.91,424073.91,
1668,**OJ (12oz),BEVERAGES,345,0.63,13800.00,
1669,**PJ (12oz),BEVERAGES,207,0.38,7500.00,
1670,**ITEA (12oz),BEVERAGES,158,0.29,5900.00,
1671,**LARGE FRIES ALC,FRIES,24581,44.62,1418604.00,
1672,**MONSTER CFLOAT (22oz),DESSERTS,17962,32.61,534682.90,
1684,**REG FRIES ALC,EVRDY MCSAVERS,13744,24.95,339187.50,
1685,**REG CFLOAT (16oz),EVRDY MCSAVERS,28796,52.28,355055.87,
1686,**HF SUNDAE,EVRDY MCSAVERS,84080,152.64,1149310.22,
1687,**CRML SUNDAE,EVRDY MCSAVERS,30640,55.62,515019.10,
1688,**PLAIN SUNDAE,DESSERTS,1037,1.88,18850.03,
1703,**MCSPAG LVM,CHICKEN EVM,2466,4.48,162638.48,
1704,**MCSPAG MVM,CHICKEN EVM,2465,4.47,141928.63,
1705,**MCSPAG EVM,MCSAVERS,729,1.32,30296.44,
1706,**McCRISPY CHIX SNDWCH LVM,CHICKEN EVM,140,0.25,8419.64,
1707,**McCRISPY CHIX SNDWCH MVM,MCSAVERS,240,0.44,11343.75,
1708,**McCRISPY CHIX SNDWCH EVM,MCSAVERS,1030,1.87,30816.96,
1709,**McCRISPY CHIX SNDWCH ALC,EVRDY MCSAVERS,147653,268.04,2819044.68,
1723,**LRG ITEA (22oz),BEVERAGES,620,1.13,28966.78,
1724,**LRG PJ (22oz),BEVERAGES,539,0.98,25129.46,
1725,**LRG OJ (22oz),BEVERAGES,982,1.78,45674.10,
1726,**McCRISPY CHIX FILLET W/RICE EVM,MCSAVERS,1660,3.01,46944.61,
1727,**McCRISPY CHIX FILLET W/RICE MVM,MCSAVERS,5488,9.96,287839.17,
1728,**McCRISPY CHIX FILLET W/RICE LVM,CHICKEN EVM,4733,8.59,287716.02,
1729,**1PC CHIX+SPAG ALC,CHICKEN ALC,15662,28.43,1157739.67,
1734,**UP MED FRIES EVM,UPSIZE,1154,2.09,18110.75,
1735,**UP LRG FRIES EVM,UPSIZE,2973,5.4,72028.50,
1736,**UP LRG FRIES MVM,UPSIZE,13963,25.35,166071.96,
1737,**COMBO MED FRIES+CFLOAT,PROMO,8118,14.74,406215.10,
1738,**COMBO 1 BFF FRIES+3 CFLOATS,PROMO,8418,15.28,1491157.82,
1752,**McCAFE PRM COFFE (8oz),BEVERAGES,1639,2.98,37875.00,
1753,**McCAFE PRM COFFE (12oz),BEVERAGES,3787,6.87,123262.16,
1754,**COFFE FLOAT (16oz),DESSERTS,7928,14.39,321082.39,
1760,**REG COKE EVM,REGULARS,33667,61.12,0.00,
1761,**REG SPRITE EVM,REGULARS,6035,10.96,0.00,
1763,**REG ZERO EVM,REGULARS,5358,9.73,0.00,
1764,**UP ITEA 12oz EVM,UPSIZE,2318,4.21,14562.55,
1765,**UP PJ 12oz EVM,UPSIZE,1650,3,10849.32,
1766,**UP OJ 12oz EVM,UPSIZE,3102,5.63,20895.07,
1767,**UP ITEA 16oz EVM,UPSIZE,163,0.3,2127.14,
1768,**UP PJ 16oz EVM,UPSIZE,151,0.27,2214.28,
1769,**UP OJ 16oz EVM,UPSIZE,352,0.64,5232.13,
1770,**UP ITEA 22oz EVM,UPSIZE,492,0.89,9819.65,
1771,**UP PJ 22oz EVM,UPSIZE,555,1.01,11215.29,
1772,**UP OJ 22oz EVM,UPSIZE,1904,3.46,38506.02,
1773,**UP CFLOAT 16oz EVM,UPSIZE,5875,10.67,72504.30,
1774,**UP CFLOAT 22oz EVM,UPSIZE,2425,4.4,34551.24,
1780,**UP COFFE CFLOAT 16oz EVM,UPSIZE,593,1.08,11473.20,
1783,**MED COKE MVM,REGULARS,109951,199.6,0.00,
1784,**MED SPRITE MVM,REGULARS,15309,27.79,0.00,
1786,**MED ZERO MVM,REGULARS,15265,27.71,0.00,
1787,**UP LRG COKE MVM,UPSIZE,4631,8.41,18026.84,
1788,**UP LRG SPRITE MVM,UPSIZE,730,1.33,2978.22,
1790,**UP LRG ZERO MVM,UPSIZE,1152,2.09,4634.48,
1791,**UP ITEA 22oz MVM,UPSIZE,549,1,8308.91,
1792,**UP PJ 22oz MVM,UPSIZE,519,0.94,7794.63,
1793,**UP OJ 22oz MVM,UPSIZE,883,1.6,13178.55,
1794,**UP CFLOAT 16oz MVM,UPSIZE,22552,40.94,277863.09,
1795,**UP CFLOAT 22oz MVM,UPSIZE,3338,6.06,54731.25,
1800,**UP COFFE CFLOAT 16oz MVM,UPSIZE,4670,8.48,61273.08,
1803,**LRG COKE LVM,REGULARS,79490,144.3,0.00,
1804,**LRG SPRITE LVM,REGULARS,12786,23.21,0.00,
1806,**LRG ZERO LVM,REGULARS,16134,29.29,0.00,
1807,**UP PJ 22oz LVM,UPSIZE,7722,14.02,49325.15,
1808,**UP OJ 22oz LVM,UPSIZE,11963,21.72,77651.32,
1809,**UP ITEA 22oz LVM,UPSIZE,7751,14.07,50087.73,
1810,**UP CFLOAT 22oz LVM,UPSIZE,30034,54.52,368793.92,
1814,**UP COFFE CFLOAT 16oz LVM,UPSIZE,5453,9.9,63975.00,
1830,**CHEESY EGGDESAL (H-M),HAPPY MEAL,644,1.17,43055.37,
1831,**CHEESY EGGDESAL W/REG FRY (H-M) ,HAPPY MEAL,533,0.97,48253.55,
1900,XTRA G RICE,EXTRA,56,0.1,875.00,
1954,*BRGR MCDO (PWD H-M) ,HAPPY MEAL,22,0.04,1642.86,
1956,*MCSPAG (PWD H-M) ,HAPPY MEAL,15,0.03,1379.46,
1958,*4PC MCNUG (PWD H-M) ,HAPPY MEAL,18,0.03,1540.18,
1963,*1PC CHIX MCDO (PWD H-M) ,HAPPY MEAL,48,0.09,4535.72,
1965,*CHEESY EGGDESAL (PWD H-M) ,HAPPY MEAL,9,0.02,335.71,
1973,*BRGR MCDO W/REG FRY (PWD H-M) ,HAPPY MEAL,12,0.02,1100.00,
1975,*MCSPAG W/REG FRY (PWD H-M) ,HAPPY MEAL,14,0.03,1537.50,
1977,*4PC MCNUG W/REG FRY (PWD H-M) ,HAPPY MEAL,35,0.06,3857.14,
1980,*1PC CHIX MCDO W/REG FRY (PWD H-M) ,HAPPY MEAL,39,0.07,4625.00,
1983,*CHEESY BURGER MCDO (PWD H-M),HAPPY MEAL,7,0.01,546.43,
1987,*CHEESY EGGDESAL W/REG FRY (PWD H-M) ,HAPPY MEAL,9,0.02,940.18,
1989,**CHEESY BRGR MCDO + REG FRY (PWD H-M),HAPPY MEAL,14,0.03,1427.68,
1991,**2PC HCAKE (PWD H-M),HAPPY MEAL,8,0.01,587.50,
1993,**2PC HCAKE W/ REG FRY (PWD H-M),HAPPY MEAL,11,0.02,1150.00,
2010,CHBRGR ALC,EVRDY MCSAVERS,5,0.01,82.14,
2015,**CHEESY BRGR MCDO ALC,BURGER ALC,39603,71.89,856827.08,
2019,**NEW BURGER MCDO ALC,BURGER ALC,111917,203.17,1393393.75,
2076,**1PC CHX MCDO W/MUSHRM SOUP ALC,CHICKEN ALC,1670,3.03,149961.08,
2079,**McCRISPY CHIX FILLET ALA KING ALC,CHICKEN ALC,46925,85.19,1530694.72,
2100,**1PC SPICY CHX BIC W/MUSHRM SOUP ALC,CHICKEN ALC,686,1.25,68062.49,
2127,**1PC SPICY CHIX ALC,CHICKEN EVM,9171,16.65,494116.38,
2133,**1PC SPICY CHIX + SPAG ALC,CHICKEN EVM,3859,7.01,341932.99,
2136,**2PC SPICY CHIX ALC,CHICKEN EVM,6446,11.7,789862.25,
2139,**2PC SPICY CHIX (MIX) ALC ,CHICKEN EVM,133,0.24,16119.64,
2142,**BF 1PC SPICY CHIX W/ EGG ALC,BREAKFAST EVM,328,0.6,30175.00,
2145,**BF 2PC SPICY CHIX W/ EGG ALC,BREAKFAST EVM,145,0.26,21755.35,
2148,**BF 2PC SPICY CHIX W/ EGG (MIX) ALC,BREAKFAST EVM,2,0,330.36,
2240,UP ICED COFF PLAIN 16oz B-EVM,UPSIZE,3,0.01,35.71,
2294,UP COFFEE FLOAT (16oz) B-EVM,UPGRADES,1118,2.03,23124.97,
2297,UP COFFEE FLOAT 16oz (HM),UPGRADES,795,1.44,17142.84,
2411,LARGE FRIES ALC,FRIES,1,0,61.61,
2653,**CHOCO SHAKE 12oz,,1029,1.87,55271.45,
2654,**STRAWBERYY SHAKE 12oz,,1160,2.11,64021.03,
2655,**CHOCO SHAKE 16oz,,3241,5.88,217542.93,
2656,**STRAWBERYY SHAKE 16oz,,3385,6.15,234244.72,
2661,**UP CHOCO SHAKE 12oz EVM,,452,0.82,15991.08,
2662,**UP CHOCO SHAKE 16oz EVM,,248,0.45,12419.64,
2663,**UP STRAWBERRY SHAKE 12oz EVM,,326,0.59,12133.94,
2664,**UP STRAWBERRY SHAKE 16oz EVM,,221,0.4,11491.07,
2665,**UP CHOCO SHAKE 12oz MVM,,871,1.58,29214.30,
2666,**UP CHOCO SHAKE 16oz MVM,,281,0.51,14410.71,
2667,**UP STRAWBERRY SHAKE 12oz MVM,,1052,1.91,35575.73,
2668,**UP STRAWBERRY SHAKE 16oz MVM,,358,0.65,17624.99,
2669,**UP CHOCO SHAKE 12oz LVM,,889,1.61,25378.54,
2670,**UP CHOCO SHAKE 16oz LVM,,1087,1.97,50239.30,
2671,**UP STRAWBERRY SHAKE 12oz LVM,,872,1.58,25105.32,
2672,**UP STRAWBERRY SHAKE 16oz LVM,,1014,1.84,46575.01,
2896,**BBQ SAUCE,PROMO,94024,170.69,0.00,
2897,**SWT N SOUR SAUCE,PROMO,15551,28.23,0.00,
2900,XTRA RICE,EXTRA,332,0.6,3950.89,
2914,**SS FRIES CHIZ BUTR ALC,FRIES,9,0.02,290.18,
2915,**SSF BBQ ALC,FRIES,7,0.01,290.18,
2920,XTRA MAYO,EXTRA,1854,3.37,20129.53,
2921,**SS FRIES BBQ ALC,FRIES,6342,11.51,317578.31,
2928,XTRA HC MAPLE SYRUP,EXTRA,890,1.62,4669.66,
2930,XTRA BBQ SAUC,EXTRA,3623,6.58,21922.74,
2931,XTRA SS SAUC,EXTRA,100,0.18,760.72,
2933,2PC XTRA GRVY,EXTRA,38376,69.67,182961.30,
2938,XTRA BUTTER,EXTRA,47,0.09,330.36,
2941,**XTRA VANILLA SYRUP,EXTRA,40,0.07,303.57,
2942,**EXTRA CHOCO SYRUP,DESSERT,16,0.03,133.93,
2945,**XTRA ALA KING SAUCE,EXTRA,10037,18.22,54160.89,
2947,**XTRA MSHRUM STEAK SAUCE,EXTRA,302,0.55,1901.79,
2949,**XTRA THSND ISLND SAUCE,EXTRA,20,0.04,151.79,
2963,**SWEET N SOUR SAUCE,PROMO,12,0.02,0.00,
2971,**MUSHRM SOUP ALC,PROMO,14964,27.17,377441.69,
2979,**SS FRIES CHEESE ALC,FRIES,5908,10.73,294189.93,
2983,**BFF SS FRIES CHEESE ALC,FRIES,4866,8.83,600390.11,
2987,**COMBO SS FRIES CHEESE+REG CFLOAT,PROMO,1711,3.11,113713.41,
2993,**COMBO BFF SS FRIES CHEESE+3CFLOATS,PROMO,499,0.91,98403.58,
3005,**LARGE SS FRIES CHEESE ALC,FRIES,5582,10.13,384294.68,
3007,**LARGE SS FRIES BBQ ALC,FRIES,6929,12.58,474392.53,
3011,**UP SS FRIES CHEESE EVM,UPGRADE,330,0.6,6406.24,
3013,**UP SS FRIES CHEESE MVM,UPGRADE,9967,18.09,39510.13,
3015,**UP SS FRIES CHEESE LVM,UPGRADE,14028,25.47,56922.50,
3017,**UP BFF SS FRIES CHEESE,UPGRADE,5740,10.42,74573.27,
3055,HB REG COKE,HB DRINKS,12015,21.81,0.00,
3056,HB REG SPRITE,HB DRINKS,3876,7.04,0.00,
3058,HB REG ZERO,HB DRINKS,3297,5.99,0.00,
3059,HB MED COKE,UPGRADES,253,0.46,1205.36,
3060,HB MED SPRITE,UPGRADES,73,0.13,500.00,
3062,HB MED ZERO,UPGRADES,106,0.19,517.86,
3063,HB LRG COKE,UPGRADES,378,0.69,2705.37,
3064,HB LRG SPRITE,UPGRADES,89,0.16,897.32,
3066,HB LRG ZERO,UPGRADES,125,0.23,1017.86,
3067,HB OJ 12oz,UPGRADES,861,1.56,4223.23,
3068,HB OJ 16oz,UPGRADES,129,0.23,1339.28,
3069,HB PJ 12oz,UPGRADES,397,0.72,2232.15,
3070,HB PJ 16oz,UPGRADES,108,0.2,1267.85,
3071,HB ITEA 12oz,UPGRADES,349,0.63,1092.85,
3072,HB ITEA 16oz,UPGRADES,78,0.14,821.43,
3073,HB REG COKE FLOAT,UPGRADES,22,0.04,135.71,
3077,HB COFFEE FLOAT (16oz),UPGRADES,366,0.66,6205.35,
3079,**BFF-FRIES,REGULARS,41657,75.62,0.00,
3094,**BFF FRIES ALC,FRIES,45314,82.26,4617794.80,
3095,BFF FRIES ALC,FRIES,1,0,102.68,
3097,**CFLOAT 16oz CMB,REGULARS,35053,63.63,0.00,
3098,**UP CFLOAT 22oz CMB,UPSIZE,10728,19.48,59616.26,
3109,HB ITEA 22oz,UPSIZE,81,0.15,1067.86,
3110,HB PJ 22oz,UPSIZE,92,0.17,1375.89,
3111,HB OJ 22oz,UPSIZE,150,0.27,1848.21,
3162,**6PC MCSHRE ALC,MCSHARE,23129,41.99,6568544.88,
3163,**6PC MCSHRE SCD/PWD ALC,MCSHARE,13267,24.08,427330.42,
3168,**8PC MCSHRE ALC,MCSHARE,11471,20.82,4256213.82,
3169,**8PC MCSHRE SCD/PWD ALC,MCSHARE,9445,17.15,227672.53,
3174,**MCSHRE BUNDLE 3,MCSHARE,4629,8.4,2033424.93,
3175,**MCSHRE BUNDLE 3 W/SCD,MCSHARE,2567,4.66,126826.60,
3180,**MCSHRE BUNDLE 4,MCSHARE,1734,3.15,1090089.24,
3181,**MCSHRE BUNDLE 4 W/SCD,MCSHARE,1154,2.09,46626.57,
3214,**20PC MCNUG W/ 4 SAUC ALC,CHICKEN ALC,5616,10.2,1784919.41,
3216,**20PC MCNUG W/ 4 SAUC ALC SCD/PWD PHEAD,CHICKEN ALC,3024,5.49,61611.62,
3222,**20PC MCNUG BNDL,CHICKEN EVM,2736,4.97,1143443.63,
3224,**20PC MCNUG BNDL SCD/PWD PHEAD,CHICKEN EVM,2341,4.25,61919.65,
3249,**SWAP SPICY CHIX,EXTRA,71021,128.93,55969.35,
3598,**MEDIUM SPICY SSF ALC,FRIES,1,0,58.04,
3600,**LARGE SPICY SSF ALC,FRIES,7,0.01,543.75,
3603,**UP SPICY SSF EVM,UPGRADE,1,0,22.32,
3604,**UP SPICY SSF MVM,UPGRADE,1,0,4.46,
3605,**UP SPICY SSF LVM,UPGRADE,2,0,8.93,
3606,**UP BFF SPICY FRIES,UPGRADE,2,0,26.79,
3608,**COMBO MEDIUM SSF SPICY W/ CFLOAT,PROMO,1,0,79.46,
3637,**COMBO LARGE FRIES+CFLOAT,PROMO,3430,6.23,279007.27,
3642,**COMBO LARGE SS FRIES CHEESE + CFLOAT,PROMO,810,1.47,74467.84,
3644,**COMBO LARGE SS FRIES BBQ + CFLOAT,PROMO,961,1.74,88139.26,
3727,**COFFEE  MCFLURY W/OREO,DESSERT,13,0.02,557.14,
4034,**HF SUNDAE CMB,REGULARS,2795,5.07,0.00,
4035,**CRML SUNDAE CMB,REGULARS,615,1.12,0.00,
4040,COMBO MED FRIES+CFLOAT,PROMO,1,0,71.43,
4100,**SWAP HASHBROWN,HAPPY MEAL,1320,2.4,0.00,
4207,**XTRA TOPPING HF SUNDAE,EXTRA,70,0.13,492.86,
4208,**XTRA TOPPING CRML SUNDAE,EXTRA,45,0.08,332.14,
4209,**XTRA TOPPING STRAWBRY SUNDAE,EXTRA,14,0.03,96.43,
4236,**FREE DELIVERY NP3,PROMO,4,0.01,0.00,
4438,**1PC CHIX MEAL + FRIES MVM,CHICKEN EVM,10737,19.49,915626.92,
4461,UP LRG FRY EVM,UPSIZE,2,0,25.89,
4462,UP MED COKE EVM,UPSIZE,313,0.57,2764.29,
4463,UP MED SPRITE EVM,UPSIZE,57,0.1,482.14,
4465,UP MED ZERO EVM,UPSIZE,91,0.17,953.57,
4476,UP MONSTR CFLOAT B-EVM,UPSIZE,343,0.62,7242.86,
4477,UP MONSTR CFLOAT (HM),UPSIZE,912,1.66,19244.65,
4478,UP REG CFLOAT B-EVM,UPSIZE,539,0.98,9251.81,
4526,**UP SS FRIES BBQ EVM,UPSIZE,438,0.8,8392.85,
4533,**UP BFF SS FRIES BBQ,UPSIZE,6129,11.13,79607.40,
4536,HB UP SS FRIES BBQ@559,UPSIZE,12,0.02,428.57,
4539,**COMBO SS FRIES BBQ+REG CFLOAT,PROMO,1778,3.23,118481.27,
4563,**UP SS FRIES BBQ MVM,UPSIZE,12845,23.32,50997.31,
4566,**UP SS FRIES BBQ LVM,UPSIZE,17980,32.64,73698.27,
4575,**BFF SS FRIES BBQ ALC,FRIES,6194,11.24,760032.95,
4585,**COMBO BFF SS FRIES BBQ+3CFLOATS,PROMO,592,1.07,117367.87,
4620,**McCRISPY CHIX FILLET W/FRIES MVM,CHICKEN EVM,9551,17.34,756394.07,
4623,**McCRISPY CHIX FILLET ALA KING MVM,CHICKEN EVM,5726,10.39,306787.38,
4626,**McCRISPY CHIX FILLET ALA KING W/FRIES MVM,CHICKEN EVM,8287,15.04,671757.04,
4629,**1PC CHX MCDO W/MUSHRM SOUP MVM,CHICKEN EVM,720,1.31,74185.70,
4641,**NEW BURGER MCDO MVM,BURGER EVM,13541,24.58,831416.72,
4643,**BURGER MCDO+SD MVM,BURGER EVM,42,0.08,2057.14,
4645,**CHEESY BRGR MCDO MVM,BURGER MVM,8410,15.27,618750.25,
4647,**McCRISPY CHIX SNDWCH W/FRIES MVM,CHICKEN EVM,20997,38.12,1614227.79,
4667,**CHEESY BRGR MCSAVER MVM,MCSAVERS,1090,1.98,48400.00,
4687,**1PC SPICY CHIX MVM,CHICKEN EVM,2028,3.68,156989.35,
4690,**1PC SPICY CHIX + FRIES MVM,CHICKEN EVM,4094,7.43,392587.50,
4699,**1PC SPICY CHIX + SPAG MVM,CHICKEN EVM,1503,2.73,164456.25,
4710,**2PC SPICY CHIX MVM,CHICKEN EVM,1331,2.42,197464.34,
4713,**2PC SPICY CHIX (MIX) MVM,CHICKEN EVM,19,0.03,2868.75,
4715,**MCSPAG W/ FRIES MVM,MCSAVER,2079,3.77,205900.00,
4717,**MCSPAG W/ BURGER MVM,MCSAVER,2294,4.16,169100.00,
4732,**MEGA B 1PC CHX W/ RICE + MCSPAG MVM,PROMO,647,1.17,68588.55,
